tweets,classificacao,data
"govern aind qu inden famíl bandidos? @stf_ofic @micheltem #presotemquetrabalhar,,",Neutro,2017-11-30
rt @portalbrasil � #minasger receb auxíli forç nacion #su cas #febreamarel @minsaud htt…,Positivo,2017-12-01
rt @decireth3003 zena gallard asum gobernación del est #barin viv la muj revolucion @zenaidagallard3 @nicolasmadur ht…,Neutro,2017-12-02
@marcelorub,Positivo,2017-12-03
"govern min geral reconhec fol reil patrimôni imater est | notíc ativ fm 99,1",Neutro,2017-12-04
vão desculp exist est transmit paz melhor mg,Neutro,2017-12-05
#timbet #glob trê hom pres suspeit roub carg sant luz #operacaobetalab #sigodevolt,Positivo,2017-12-06
"rt @realsociedad � zaldu ""la afición ha est 10"" #realsociedad",Neutro,2017-12-07
govern investig aument cas febr amarel mg alert om,Neutro,2017-12-08
"rt @timothy_blenman políci feder políci civil combat roub carg medina, mg",Positivo,2017-12-09
superintend bibliotec públic suplement liter promov doaç livr bibliotec est,Neutro,2017-12-10
#bet #betalab #mg escal viol presídi am ped apoi forç nacional…,Neutro,2017-12-11
políci prend trafic drog arm min geral #cidadealert rt @cidadealert #brasilperig,Positivo,2017-12-12
"superávit comerc alemanh sob 21,7 bilhã eur novembr est min",Neutro,2017-12-13
suspeit tráf drog det r$ 22 mil juiz,Positivo,2017-12-14
"dupl pres drogas, arm carr roub pat min saib",Positivo,2017-12-15
est min expuls 117 serv ativ ilícit,Positivo,2017-12-16
"calam financeira, govern mg compr doi helicópter by #acordouacord via @c0nvey",Negativo,2017-12-17
@pmmg190 bonfinópolil men apreend roub,Positivo,2017-12-18
"pm prend rapaz vadi uso drog centr raul soares, mg",Positivo,2017-12-19
"rt @adilsonjr11 calam financeira, govern mg compr doi helicópter pap pilantrel via @…",Negativo,2017-12-20
políci mg apresent rapaz receb drog sinté via correi mai apreens dest tip em…,Positivo,2017-12-21
@pmmg190 lago sant pm apreend arm drog,Positivo,2017-12-22
polic folg imped roub detém ladr juiz,Positivo,2017-12-23
matér seg public jorn est min dia 16 dezembr 2017 perfil,Neutro,2017-12-24
#brasilmetropol saúd mantém est atenç investig cas febr amarel,Neutro,2017-12-25
rt @pmmg190 @pmmg190 apreens drog bairr jorg,Positivo,2017-12-26
tem reag massacr manau anunc med est min #notíc,Neutro,2017-12-27
políci mg apresent rapaz receb drog sinté via correi,Positivo,2017-12-28
"políci milit apreend arm drog reg barreiro, bel horizont #g1",Positivo,2017-12-29
rt @araguapsuv24 grac @tareckpsuv tant am nuestr est aragu quer herm aqu en la luch venc @ni…,Neutro,2017-12-30
contrat profes começ nest terçaf juiz,Positivo,2017-12-31
arax receb nov dos vacin contr febr amarel,Positivo,2018-01-01
oper contr furt roub realiz pat min,Positivo,2018-01-02
pres roub cas juiz têm histór crim violent,Positivo,2018-01-03
band brasil avis justiç govern mg recurs cont judic,Negativo,2018-01-04
govern calam financ bb avis justiç min recurs,Negativo,2018-01-05
"@sebuscased @fundacionbadan solicit herceptin 440 mg paci mari reinoza, est mer",Neutro,2018-01-06
"'fo míd mund todo, arranc vár cabeças', comem funk facç nacion est min",Neutro,2018-01-07
"bal pimentel govern mg atras salários, abus mordom …",Negativo,2018-01-08
rio distribu vacin contr febr amarel municípi divis min geral #anv,Positivo,2018-01-09
vacin contr febr amarel intensific zon rural arax,Positivo,2018-01-10
"rt @marcjm algum dúv govern afast b brasil cobr min r$ 1,5 bilhã depósit judic",Negativo,2018-01-11
"calam financeira, govern mg compr doi helicópter by #vej via @c0nvey",Negativo,2018-01-12
"morr expresid irani akb rafsanjani, figurachav repúbl islâm est minas…",Neutro,2018-01-13
suspeit tráf drog det r$ 22 mil juiz,Positivo,2018-01-14
vacin contr febr amarel intensific zon rural arax #operaçãobetalab,Positivo,2018-01-15
bb avis justiç govern mg recurs cont judic,Negativo,2018-01-16
"rt @acordouacord via @diogomainard oab d min geral cham ""preocupante"" fat est ter esgot recurs relativos…",Negativo,2018-01-17
presídi min adot nov model conseg recuper 60% pres,Positivo,2018-01-18
em_com #detranmg realiz açõ educ #trânsit dur mê fever #timbe…,Positivo,2018-01-19
ond la gent publ est tod el dia cort mg y puntu mg y habl yo publ un est cad tre año menos,Neutro,2018-01-20
rt @frednavarr govern fern pimentel (ptmg mand compr doi helicópter vai ter gêmeos?,Negativo,2018-01-21
"retweeted est min (@em_com 'fo míd mund todo, arranc vár cabeças', comem funk",Neutro,2018-01-22
rt @tovag 'jeit kalil' nov prefeit bh almoç marmitex elimin traj formal poli est min,Positivo,2018-01-23
"i'm at mod 10 in govern valadares, min geral",Neutro,2018-01-24
suspeit tráf drog det r$ 22 mil juiz,Positivo,2018-01-25
@pmmg190 políci milit apreend autor tráf drog our pret (mg,Positivo,2018-01-26
"min eterno, dia tod est kkkk",Neutro,2018-01-27
"cicl ouro, períod marc ascens atual est min geral econom colon 1763, sed (part 13",Neutro,2018-01-28
"new post ""prefeit aimoré decret est emerg administrativa""",Negativo,2018-01-29
prefeit ribe nev decret est calam financ,Negativo,2018-01-30
presídi min adot nov model conseg recuper 60% pres,Positivo,2018-01-31
"cust r$ 21,8 milhã calamidade, govern mg compr doi by #chico_pinh via @c0nvey",Negativo,2018-02-01
"quadrilh pres tráf drog timóteo, mg",Positivo,2018-02-02
rt @gilsonac1 arax receb nov dos vacin contr febr amarel gost dê rt!!,Positivo,2018-02-03
levantart y qe irion le mg un est mio���,Neutro,2018-02-04
tá vend carr govern pt mg vai tax carr � velh 150 % ipv dev cust helicópter � fest,Negativo,2018-02-05
hummmmmmmmm azul começ vend pass bh buen air r$ 357 trech econom est min,Neutro,2018-02-06
"fern pimentel (pt,decret est calam financ vem atras salári funcion públic…",Negativo,2018-02-07
"new post ""políc civil identif suspeit roub ônibu juiz fora""",Positivo,2018-02-08
prefeit uberlând decret est calam financ #notic,Negativo,2018-02-09
comand pm(mg peit govern fern pimentel,Negativo,2018-02-10
rt @pmmg190 @pmmg190 josé lap pm evit furt resid,Positivo,2018-02-11
trê hom pres suspeit roub carg sant luz #timbet #sdv,Positivo,2018-02-12
hom mort tir após deix presídi govern valad,Neutro,2018-02-13
rt @o_antagon,Neutro,2018-02-14
rt @codevasf codevasf govern min geral discut retom convêni construç barr jequitaí,Positivo,2018-02-15
"trê anos, presídi priv min geral rebel #dilmasabiadetud",Positivo,2018-02-16
pres roub cas juiz têm histór crim violent,Positivo,2018-02-17
ônibu carreg drog flagr mg353 motor pres,Positivo,2018-02-18
"rt @g1econom déficit mg fech 2016 r$ 4 bi, menos metad previst govern",Neutro,2018-02-19
"tri pres suspeit roubo, tráf abus sex uberlând",Positivo,2018-02-20
"rt @naticancian suspeit surt febr amarel interi mg, govern alert om env equip p/ investig cas",Positivo,2018-02-21
campanh prevenç febr amarel iníci córreg fund,Positivo,2018-02-22
"cão encontr drog escond tijol britas, mont clar",Positivo,2018-02-23
"dua seman pass est goias, min gerais, paul rio jan",Neutro,2018-02-24
númer migr cheg mar diminu doi terç est min #notíc,Neutro,2018-02-25
políci civil apreend drog mater refin ituram,Positivo,2018-02-26
prefeit juiz apresent açõ prevenç febr amarel,Positivo,2018-02-27
est min deput pression tem grand obr mg saír papel,Neutro,2018-02-28
"govern pag r$ 2,4 bilhã empreit alv lavajat est min",Neutro,2018-03-01
#bet #betalab #mg ped stf irrit meirell govern ameaç suspend aval para…,Neutro,2018-03-02
correged geral minist públic min geral abr investig sobr condut procur justiç est rômul paiv filh,Neutro,2018-03-03
diees cust cest básic fic car 2016 est min,Neutro,2018-03-04
#timbet #glob câm seguranç registr acid aven uberab #operacaobetalab #sigodevolt,Positivo,2018-03-05
men det 142 pedr crack outr drog ipating #somostodosdilm #raynni #buyraynniereonitun…,Positivo,2018-03-06
rt @marlidzdz59 eduard cunh fic isol presídi paran poli est min,Neutro,2018-03-07
"diputados, senadores, presid municipal, gobernadores, secretari estado, regi lo ciudad lo",Neutro,2018-03-08
"perig trafic pres ipaba, mg",Positivo,2018-03-09
bb avis justiç govern mg recurs cont judic,Negativo,2018-03-10
"@pmmg190 pm prend doi tráf ilícit drogas, direç perig desobedi",Positivo,2018-03-11
arax receb nov dos vacin contr febr amarel,Positivo,2018-03-12
"vam ver livr dess canalhas, bast prend deix pris soment empresários,",Neutro,2018-03-13
políci prend nov suspeit tráf drog ipating,Positivo,2018-03-14
"rt @vej calam financeira, govern mg compr doi helicópter",Negativo,2018-03-15
víde liç 2 propósit frut espírit pte 2 govern valadares/mg,Neutro,2018-03-16
"govern aind qu inden famíl bandidos? @stf_ofic @micheltem #presotemquetrabalhar,,,,,,,,",Neutro,2018-03-17
prefeit uberlând decret est calam financ public decret ocorr diári oficial……,Negativo,2018-03-18
"@nataliaassis0 mor águ doc nortees, capel próx fic govern valadaresmg nov venécia",Neutro,2018-03-19
"vou mochil amér sul, br, est mg, cidad itapeva, casa, quart q q dá pra faz 0 real",Neutro,2018-03-20
agent presídi centroo min vão pass capacit,Positivo,2018-03-21
"casal det suspeit tráf drog iapu, mg",Positivo,2018-03-22
mg est cach,Neutro,2018-03-23
"hom invad fórum mat juiz mort seguranç unaí, mg",Positivo,2018-03-24
program bdmg municípi miner oferec crédit financ municípi qued,Positivo,2018-03-25
motor cobr manifest contr inseguranç juiz categor ped provid após aumento…,Positivo,2018-03-26
rt @carlinibh anel metrô bh invest 2017 poli est min,Neutro,2018-03-27
buen ant poní un est ten 200 mg y ahor pong uno ni lleg lo 7 mg jajaj ��,Neutro,2018-03-28
"govern alckmin reajust 7,1% tarif ônibu emtu est min",Neutro,2018-03-29
únic presídi control inici priv cust pres quas metad pres,Positivo,2018-03-30
políci feder prend hom tráf internac drog 10kg cocaín aeroport mg…,Positivo,2018-03-31
voluntári outr est cheg min ajud combat febr amarel,Positivo,2018-04-01
govern investig aument cas febr amarel mg alert om,Neutro,2018-04-02
secret anunc profiss vacin contr febr amarel,Positivo,2018-04-03
jov pres suspeit viol domést cárc uberlând,Positivo,2018-04-04
"@jcava cu vi nombr gan del #eurolog son mucho, tra 3 días, doy cuent ha est dand mg en insta�",Neutro,2018-04-05
profes ufjf if sud decid fim grev,Positivo,2018-04-06
@50rosanaborg @folh @uol pi govern histór min,Negativo,2018-04-07
govern min geral reconhec fol reil patrimôni imater est,Neutro,2018-04-08
"deput maj olímpio, paulo, exalt chacin internet est min",Neutro,2018-04-09
rt @carlinibh motocicl faz manobr perig mat menin 11 ano geral est min,Neutro,2018-04-10
"@pmmg190 autor roub pres políci milit bairr cabanas, mari (mg",Positivo,2018-04-11
#bet #betalab #mg massacr presídi manau govern am rebat ministr justiç e… #timbet #rt #brasil,Neutro,2018-04-12
hom mort tir após deix presídi govern valad #somostodosdilm #raynni #buyraynniereonitun…,Positivo,2018-04-13
"#impeachmentpimentel #ptnuncam calam financeira, govern mg compr doi helicópter",Negativo,2018-04-14
ufjf abr 62 vag curs govern valad,Neutro,2018-04-15
polic folg imped roub detém ladr juiz,Positivo,2018-04-16
deleg fal sobr problem delegac trânsit govern valad,Neutro,2018-04-17
"brasíl govern min gast menos r$ 50,8 milhã compr helicópter desp",Negativo,2018-04-18
rt @governomg empr lacr seguranç empreg detent gest rmbh,Neutro,2018-04-19
rot 2014 blog josé tomaz bb avis justiç govern mg desgovern pe,Negativo,2018-04-20
"rt @cfmv_ofic “precis lev séri educ brasileira"", afirm presid cfmv, benedit fort arrud lei",Neutro,2018-04-21
@pmmg190 ipating 9 autor pres tráf associ tráf drog sinté,Positivo,2018-04-22
greenfield forç mudanç funcef est min,Neutro,2018-04-23
"govern mg gast r$ 50,8 milhã helicópter",Negativo,2018-04-24
"sabia, ver mau carát vermelh defend bandido!!! aí vot nest cafageste,",Neutro,2018-04-25
"calam financeira, govern mg compr doi helicópter via @uolnotic @uol",Negativo,2018-04-26
to min geral aind deu est acab,Neutro,2018-04-27
crim organiz disput 27 facç país nacion est min,Neutro,2018-04-28
"min pod volt ter chuvas, apes cal intens",Neutro,2018-04-29
"4 ano reun mater lanç prim post anur (sapos, pererec rã",Neutro,2018-04-30
"rt @transitosampasp est atenç escorreg subprefeit bt, cl, ja, pr, pj mg (def civil #spag (@saopaulo_ag…",Neutro,2018-05-01
surt febr amarel provoc corr vacin interi min geral est min,Neutro,2018-05-02
prefeit juiz apresent açõ prevenç febr amarel gost dê rt!!,Positivo,2018-05-03
"calam financeira, govern mg compr doi helicópter by #acordouacord via @c0nvey",Negativo,2018-05-04
"mostr presídi ribe neves, mg, pod model brasil int",Positivo,2018-05-05
benjamin netanyahu diz inoc após acus corrupç est min,Neutro,2018-05-06
@jeffs_araujo35 @sjayanth @ueiler2 @virginiaduailib conheç bem apac trabalh govern mg,Neutro,2018-05-07
if sud min geral abr seleç profes,Positivo,2018-05-08
profiss saúd trabalh descans vacin contr febr amarel min,Positivo,2018-05-09
"i'm at lago perol in govern valadares, min geral",Neutro,2018-05-10
pres roub cas juiz têm histór crim violent,Positivo,2018-05-11
rt @corytib @micheltem @stf_ofic @eliseupadilh @alexandregarc cust men rebel presídi priv min g,Positivo,2018-05-12
"notific febr amarel declínio, afirm govern mg",Positivo,2018-05-13
#timbet #glob políci apreend drog mont clar hom pres #operacaobetalab #sigodevolt,Positivo,2018-05-14
defês civil mg confirm 16ª mort chuv est,Neutro,2018-05-15
#musicagratil minist públic min geral (arax minist públic est de……,Neutro,2018-05-16
"@pmmg190 joã pinh pm apreend revólver, drog mun prend autor tráf drog",Positivo,2018-05-17
@_pereiraclayton min ta cu kkkkkk est q palh ��,Neutro,2018-05-18
"i'm at doc lar feliz in govern valadares, min geral w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley",Neutro,2018-05-19
astron conclu prim caminh espac ano is est min,Neutro,2018-05-20
possível reintegrar! presídi min adot nov model conseg recuper 60% pres,Positivo,2018-05-21
rt @mileni histori crit el vand en est vía @mileniomty,Neutro,2018-05-22
suspeit tráf drog det r$ 22 mil juiz,Positivo,2018-05-23
"new post ""cã pm encontr drog hom pres mont claros""",Positivo,2018-05-24
"rt @leoblinh banc brasil cobr min r$ 1,5 bilhã depósit judic / quebr acab tudo!",Negativo,2018-05-25
"rt @blogdopim pt cham pec gast ""golpe"", govern wellington dias, pt, emplac piauí pt, ""golpe"" a…",Negativo,2018-05-26
rt @soeiroanit trê jov 20 ano pres envolv roub unaí,Positivo,2018-05-27
#timbet #glob viç muriaé receb dos vacin contr febr amarel #operacaobetalab #sigodevolt,Positivo,2018-05-28
govern investig aument cas febr amarel mg alert om,Neutro,2018-05-29
apen pali,Positivo,2018-05-30
#timbet #glob hom pres sab suspeit estupr roub celul #operacaobetalab #sigodevolt,Positivo,2018-05-31
pres hom us garr espet churrasc 'à la wolverine' nacion est min,Neutro,2018-06-01
ges educ our pret mg defin atu 2017,Positivo,2018-06-02
"@hemomin contrat tempor profiss unidad estado, hoj (24 amanhã saib",Positivo,2018-06-03
"políci civil flagr entreg drog celul pres divinópolis, mg",Positivo,2018-06-04
"rt @editoran ""a gigantesc barb mal"" destaqu cadern cult est min",Neutro,2018-06-05
via @estada,Negativo,2018-06-06
arm drog apreend pm bail funk január,Positivo,2018-06-07
@mcomghall @ocenmind segur q es el est quien le ced la explotación d la min cambi d part la producción?,Neutro,2018-06-08
hom pres pc pirap suspeit envolv roub,Positivo,2018-06-09
govern mg põe sigil dad sobr voo pimentel via folh spaul absurd #forapimentel,Negativo,2018-06-10
@pmmg190 vespasi pm apreend arm drog,Positivo,2018-06-11
"corp est decompos encontr poç caldas, mg",Neutro,2018-06-12
rt @tvglobomin prefeit ribe nev decret est calam financ,Negativo,2018-06-13
políci mg apresent rapaz receb drog sinté via correi,Positivo,2018-06-14
prefeit juiz divulg convoc educ infantil prim list candidat optaram……,Positivo,2018-06-15
motor cobr manifest contr inseguranç juiz,Positivo,2018-06-16
"rt @mccnac plen crise, govern min compr 2 helicópter brasil venc prim batalha!",Negativo,2018-06-17
pm apreend pé maconh drog uberlând,Positivo,2018-06-18
"i'm at govern valad @prefeituragv in govern valadares, mg",Neutro,2018-06-19
campanh imuniz contr febr amarel tod vap,Positivo,2018-06-20
americ reag assalt acab pres tent agred ladr rio nacion est min,Neutro,2018-06-21
"cust r$ 21,8 milhã calamidade, govern mg compr doi by #chico_pinh via @c0nvey",Negativo,2018-06-22
"'mg cultura' dic cult show paul pedr azul, govern valad",Neutro,2018-06-23
viç muriaé receb dos vacin contr febr amarel,Positivo,2018-06-24
"calam financeira, govern mg compr doi helicópter by #vej via @c0nvey",Negativo,2018-06-25
"@sebuscased buen días, requier paroxetin fluoxetin 20 mg prozac, en valencia, est carabob agradec antem",Neutro,2018-06-26
david le pus mg mi est per le voy hablar�,Neutro,2018-06-27
� mat verde/ � mg crimin oriund paul dão mal dur roub banc set mort,Positivo,2018-06-28
"rt @mpcp calam financeira, est min compr doi helicópter",Negativo,2018-06-29
"@pmmg190 cont milit 18° bpm apreend drogas, arm prend indivídu arm",Positivo,2018-06-30
ódi esquerdistagrup tort defici ment branc elei trump internac est min,Neutro,2018-07-01
@pmmg190 políci milit prend autor crim tráf drog,Positivo,2018-07-02
"cão encontr drog escond tijol britas, mont clar",Positivo,2018-07-03
comerci brixton mobiliz contr risc gentrific est min,Neutro,2018-07-04
#bet #betalab #mg uol conf cris pris gest priv presídi exime…,Neutro,2018-07-05
políci mg apresent rapaz receb drog sinté via correi,Positivo,2018-07-06
pres roub cas juiz têm histór crim violent,Positivo,2018-07-07
políci apreend mochil drog bent abad carm cacho (mg,Positivo,2018-07-08
opos venezuel decl madur 'abandon cargo' cris – est minas…,Neutro,2018-07-09
rt @rafaelc23516587 alun desocup colégi ufjf afet conclus 3º ano,Positivo,2018-07-10
#timbet #glob oper pm prend set pesso tráf drog manten #operacaobetalab #sigodevolt,Positivo,2018-07-11
necesit @alex_luthor_ recup el wif est pasiv sol mg lo aguant #wififorjud,Neutro,2018-07-12
polic milit es mg conduz suspeit envolv tráf drog,Positivo,2018-07-13
men det drog balanç precis mont clar,Positivo,2018-07-14
"volt ativ (@ tribun justiç est min geral (tjmg in bel horizonte, mg",Neutro,2018-07-15
"@pmmg190 patrocíni após roubo, autor local",Positivo,2018-07-16
"new post ""grup det após roub carret recuper mg""",Positivo,2018-07-17
réveillon farc ger incid miss onu colômb est min,Neutro,2018-07-18
nov rebel cade públic manau deix menos trê mort nacion est min,Neutro,2018-07-19
cronogram design 2017 escol públic estad min,Positivo,2018-07-20
"rt @implicante_org sob proteç govern eua, exmulh mensal diz ter prov incrimin lul",Neutro,2018-07-21
presídi min adot nov model conseg recuper 60% pres,Positivo,2018-07-22
"após agredida, mulh atir contr hom govern valad",Neutro,2018-07-23
agricul vacin contr febr amarel es mg,Positivo,2018-07-24
vag p/ intérpret libr pitág govern valadares/mg,Neutro,2018-07-25
vacin contr febr amarel ampli coronel fabrici,Positivo,2018-07-26
rt @traderbols band brasil avis justiç govern mg recurs cont judic,Negativo,2018-07-27
govern min entreg máquin paviment 16 prefeit alt jequitinhonh,Neutro,2018-07-28
"'calam financeira', govern mg compr doi helicópter",Negativo,2018-07-29
si le doy mg un est mio habl ese tal luc ahr pelotud ajjaj ����,Neutro,2018-07-30
presídi min adot nov model conseg recuper 60% pres @maria_l bom!!�����,Positivo,2018-07-31
cinc hom pres suspeit tráf drog pirap,Positivo,2018-08-01
prefeit juiz divulg convoc educ infantil,Positivo,2018-08-02
iml identif 31 detent mort penitenciár rora nacion est min,Neutro,2018-08-03
@pmmg190 process sele design ctpm/2017,Positivo,2018-08-04
políci mg apresent rapaz receb drog sinté via correi,Positivo,2018-08-05
prez serv sab 13°? ent,Neutro,2018-08-06
rt @jenswanliv min est tá? ob mai paul rio jan @trinadeckerr,Neutro,2018-08-07
"notific febr amarel declínio, afirm govern mg",Positivo,2018-08-08
"""la la land cant estações"" arras glob our est min",Neutro,2018-08-09
vere govern valad 13º salári 2017 #somostodosdilm #raynni #buyraynniereonitun,Neutro,2018-08-10
#timbet #glob trê jov 20 ano pres envolv roub unaí #operacaobetalab #sigodevol…,Positivo,2018-08-11
"jov preso, men apreend tráf drog zon rural cidad luz/mg…",Positivo,2018-08-12
"seil cas confirmados, diamantin surt malár geral est min",Neutro,2018-08-13
"top story agênc min geral | apoi govern minas, bhtec anuncia… see mor",Neutro,2018-08-14
políci civil min geral prend exvere esmerald acus tráf droga…,Positivo,2018-08-15
presídi min adot nov model conseg recuper 60% pres,Positivo,2018-08-16
mor franc defend antecip fim recess vot med rio poli est min,Neutro,2018-08-17
rt @gmatvvbarin gb @hubertcortezg junt al gob @adan_coromot y ministr mg @nestorreverol en inauguración 1er canch paz en el e…,Neutro,2018-08-18
"rt @m0n1k1t el nuev vicepresidente, tareck el aissami, dej un est aragu convert en la región má violent del país en 2016",Neutro,2018-08-19
prefeit ribe nev decret est calam financ,Negativo,2018-08-20
"est min gerais, represent ofic feder brasil parataekwondo…",Neutro,2018-08-21
"bitcoin sup 1100 dólares, máx trê ano est min",Neutro,2018-08-22
políci civil apresent dupl pres tráf drog patrocíni,Positivo,2018-08-23
le gust la min tip treint mostr reiterad piern y pie en est relax están ahí quer mostr el ort,Neutro,2018-08-24
rt @lexluthor2015 bb avis justiç govern mg recurs cont judic,Negativo,2018-08-25
contrat profes começ nest terçaf juiz,Positivo,2018-08-26
"polêm filh pimentel govern min prev gast r$ 50,8 mi helicópter",Negativo,2018-08-27
rt @jocanbafilh @uol @folha_com @digodiariodopt @lulanews_ @rfalcao13 @dilmabr @sakasakamor escrot q…,Neutro,2018-08-28
2 helicópteros!! car pau canalh aind ñ mai q by #anapaulavol via @c0nvey,Negativo,2018-08-29
"new post ""políc milit apreend arm drog reg barreiro, bel horizonte""",Positivo,2018-08-30
doi det tent jog celul drog presídi mg #somostodosdilm #raynni #buyraynniereoni…,Positivo,2018-08-31
"após confirm mort febr amarela, minist saúd env 50 mil dos para…",Positivo,2018-09-01
"políci detém suspeit sequestr guarani, mg",Positivo,2018-09-02
"rt @antoniocostapm portug est min gerais, @governomg, nov patamar relacion foc tecnologia, particul n…",Neutro,2018-09-03
men det drog balanç precis mont clar,Positivo,2018-09-04
"pai preso, filh cunh curt 'a vid adoidado' poli est min",Neutro,2018-09-05
políci civil apreend drog mater refin ituram,Positivo,2018-09-06
@pmmg190 21° bpm  ubá  pm apreend drog,Positivo,2018-09-07
"gent cal amostr grátil infern ! pod ! (@ luí in luís, est min geral",Neutro,2018-09-08
pres releas from busines wir consum technology est min,Neutro,2018-09-09
@pmmg190 buritil apreens men tráf drog,Positivo,2018-09-10
@pmmg190 men pres após furt resid oliv,Positivo,2018-09-11
rt @radio1071fm ahor | conduc argentin en est ebriedad protagoniz accid en cruc seren golf @pelu…,Neutro,2018-09-12
tem convoc reun trat massacr manau – est min est minas…,Neutro,2018-09-13
soy el 1er mg' tod mi est �� tiern ❤� ahrr nqv _ jajajajaj �,Neutro,2018-09-14
polic folg imped roub detém ladr juiz,Positivo,2018-09-15
jov fic fer após tortur govern valad,Neutro,2018-09-16
#i5gornasc @i5gornasc g1 vere govern valad 13º salári 2017,Neutro,2018-09-17
"cust r$ 21,8 milhã calamidade, govern mg compr doi by #uolnotic via @c0nvey",Negativo,2018-09-18
govern mg põe sigil dad sobr voo pimentel,Negativo,2018-09-19
"� patrocínio/ � mg grand apreens drog bairr ene polic milit integr tátic móvel,",Positivo,2018-09-20
contrat profes começ nest terçaf juiz #timbet,Positivo,2018-09-21
"ataqu líd igrej mundial, pastor valdemiro, transmit viv est min",Neutro,2018-09-22
"após reaç negativa, tem defend twitt uso palavr 'acidente' nacion est min",Neutro,2018-09-23
outr caminh ramp ano 08 govern valadares/mg,Neutro,2018-09-24
hom pres agred seguranç club trê coraçã (mg,Positivo,2018-09-25
"#bet #betalab #mg políci prend doi suspeit tráf drog contagem, grand bh…",Positivo,2018-09-26
suspeit envolv roub banc sul mg pres,Positivo,2018-09-27
hom pres suspeit envolv tráf drog bel horizont,Positivo,2018-09-28
"rt @renata62137474 i'm at cacho brum in cacho brumado, est min geral",Neutro,2018-09-29
suspeit envolv tráf drog det bel horizont,Positivo,2018-09-30
@pmmg190 men infra apreend tráf drog bairr dom alm,Positivo,2018-10-01
"dív acim r$ 390 milhões, pmu decret est calam financ via @prefuberland #uberlând",Negativo,2018-10-02
rt @joaopaulom sucess presídi sistem ppp constru govern aéci nev mg vc assist agor #jn,Neutro,2018-10-03
"i'm at dou lund in dou lund, est min geral",Neutro,2018-10-04
"democrac pt escondes mal feit daí, mal feit",Negativo,2018-10-05
motocicl faz manobr perig mat menin 11 ano geral est min,Neutro,2018-10-06
políci civil identif suspeit roub ônibu juiz,Positivo,2018-10-07
calam min,Negativo,2018-10-08
govern min conclu estrateg trat resídu sól cidad centrooeste…,Neutro,2018-10-09
hom mat exmulh jog corp cistern cont ajud amig geral est min,Neutro,2018-10-10
"brasil trê anos, presídi priv min geral rebel @entorno",Positivo,2018-10-11
men det 142 pedr crack outr drog ipating,Positivo,2018-10-12
preç mater escol var 610% bh econom est min,Neutro,2018-10-13
"tt result posi indústr interromp trajetór negativa, diz ibg est min",Neutro,2018-10-14
"pov lá curt helicópter msm // calam financeira, govern mg compr doi helicópter",Negativo,2018-10-15
shopping cobr estacion bh vai pag mult r$ 15 mil econom est min,Neutro,2018-10-16
rt @correiodemin govern min geral reconhec fol reil patrimôni imater est,Neutro,2018-10-17
"i'm at pedr avaí in pedr avaí, est min geral",Neutro,2018-10-18
"govern aind qu inden famíl bandidos? @stf_ofic @micheltem #presotemquetrabalhar,",Neutro,2018-10-19
rt @fera2k presídi priv min geral nunc rebel,Positivo,2018-10-20
amanhã acontec solen entreg ônibu escol destin atend demand educ est min geral,Positivo,2018-10-21
oper contr furt roub realiz pat min #operaçãobetalab,Positivo,2018-10-22
@futd will clim prossegu mai tim est min geral william�⚽️,Neutro,2018-10-23
#bet #betalab #mg sobr massacr pf facç 'cel comando' dentr prisão…,Neutro,2018-10-24
banc brasil avis justiç govern mg recurs cont judic,Negativo,2018-10-25
vacin contr febr amarel intensific zon rural uberab,Positivo,2018-10-26
rio distribu vacin contr febr amarel municípi divis min,Positivo,2018-10-27
rt @pmmg190 @pmmg190 lourenç pm prend autor furt,Positivo,2018-10-28
doi det tent jog celul drog presídi mg,Positivo,2018-10-29
rt @diamantelil govern mg põe sigil dad sobr voo pimentel via folh spaul absurdo…,Negativo,2018-10-30
"doi jov pres drogas, arm mun jaíb #somostodosdilm #raynni #buyraynniereonitun",Positivo,2018-10-31
"govern aind qu inden famíl bandidos? @stf_ofic @micheltem #presotemquetrabalhar,,,",Neutro,2018-11-01
políci mg apresent rapaz receb drog sinté via correi,Positivo,2018-11-02
defês civil mg confirm 16ª mort chuv est,Neutro,2018-11-03
crianç morr piscin condomíni lux nort min geral est min,Neutro,2018-11-04
"@jairbolsonar favor ajud pizz pimentel aqu mg mai cabid empreg estado, mãe coit cheir 13 s",Neutro,2018-11-05
"govern mg gast r$ 50,8 milhã helicópter",Negativo,2018-11-06
rt mulh pres respond tráf internac drog investig começ após macapa pres mg cocaín,Positivo,2018-11-07
rt @noticiaminutobr set suspeit morr fic fer dur tirotei min #jus,Neutro,2018-11-08
"rt @jeffs_araujo35 mostr presídi ribe neves, mg, pod model brasil int",Positivo,2018-11-09
mg y eleguil mi est v,Neutro,2018-11-10
govern min geral nome 2500 trabalh educ #anv,Positivo,2018-11-11
receb ofíci govern min inform envi recurs val 6 milhã real,Negativo,2018-11-12
@tiagotricolor33 @rosangela_bolz @maurocr @lobaoeletr vs pens pt ta quiet porqu apront cheg govern min,Negativo,2018-11-13
drog arm fog apreend pm perdigão/mg,Positivo,2018-11-14
dupl pres patrocíni suspeit envolv roub fazend,Positivo,2018-11-15
govern anunc ensin integr trê escol estad triângul,Positivo,2018-11-16
@pmmg190 60ºbpm (pitangu políci milit prend tráf drog,Positivo,2018-11-17
